,视频标题,视频地址,作者,综合得分,播放数,弹幕数,投币数,点赞数,点踩数,分享数,收藏数
42,为什么呢？这是为什么呢？？？,https://www.bilibili.com/video/BV1Qv411T79k,大喵同志,303081,291693,1557,9688,32488,0,315,1420
43,妈妈的好大儿（最大赢家）,https://www.bilibili.com/video/BV1kh411t7rn,你的陈比方本方,297667,175179,79,455,21175,0,428,1044
44,狗狗：感谢B站活动寄来的狗碗，我们终于换新碗干饭啦！,https://www.bilibili.com/video/BV1mh411t7Cn,豆浆一家,292135,153485,897,3569,21606,0,372,648
45,毙  鼠  胜  地,https://www.bilibili.com/video/BV1vQ4y1m7XU,极点猎户,288592,266917,1105,332,5393,0,997,1734
46,下雪差点忘记正在冬眠的乌龟，两个月没管了，赶紧放到室内,https://www.bilibili.com/video/BV1FS4y1d72u,表哥爱吸龟,288477,382201,241,41,6917,0,132,453
47,有这样的猫在办公室，你几点下班,https://www.bilibili.com/video/BV1hb4y187g2,碰ci与六月,285646,172866,255,285,15003,0,622,2067
48,《击鼓传汪》,https://www.bilibili.com/video/BV1p44y1i7NM,小黑嘿嘿黑嘿,281914,257689,180,685,15413,0,3111,6062
49,宝，你可以回自己窝里的，不用在这里看妈妈切洋葱,https://www.bilibili.com/video/BV1Qf4y1u78E,internet-boy,280399,162206,53,177,12067,0,3065,3209
50,世风日下 扒一扒我们那只擅自接情人回店铺的猫经理,https://www.bilibili.com/video/BV1BR4y1E724,任性的KIMKILLS,280072,175967,77,123,13354,0,1109,2236
51,天津人养的狗,https://www.bilibili.com/video/BV1hL4y1v73H,哏儿都天津人,279253,399562,66,462,18686,0,6494,4276
52,终于有猫啦！德文卷毛猫到底香不香？接猫日记,https://www.bilibili.com/video/BV1JP4y157s4,酸酸兔Acid,273405,178218,231,230,12069,0,2564,2057
53,你听说血猫么？它们从出生起就注定成为另一些猫，活命的血包！,https://www.bilibili.com/video/BV1b44y1i723,蓝海和他的三只猫,272750,842389,156,829,42084,0,464,3205
54,狗狗被沥青困住奄奄一息，眼里露出绝望的眼神，救援画面令人揪心,https://www.bilibili.com/video/BV1iQ4y1S7Js,至尊宝影视,270375,529233,31,451,5224,0,7,598
55,我们家的第35只猫，冠军Dakar到家全记录～,https://www.bilibili.com/video/BV19g411K75c,邓峰的小号,268990,165548,581,938,16826,0,390,838
56,非得给自己弄的那么难看，何必呢,https://www.bilibili.com/video/BV1Hg411K7DQ,大天搞笑配音,267208,218490,23,313,11627,0,73,191
57,遛四只狗有多不省心？,https://www.bilibili.com/video/BV1Sh411t7Qk,柯铭和四只熊孩子,264853,160181,171,304,19129,0,88,607
58,敦敦为什么打胖胖？原来是因为它......,https://www.bilibili.com/video/BV1YT4y197Mq,白棕先生,259527,140198,610,713,20405,0,310,744
59,吃我的住我的，给我暖暖手怎么了？,https://www.bilibili.com/video/BV1VL411u7L5,龙羽EX的十六崽崽,257349,256092,43,42,5523,0,116,472
60,给狸花猫装上摄像头，看看它天天都去哪了（2）,https://www.bilibili.com/video/BV1bQ4y1S7gW,王天霸是只猫,256689,2719155,4303,12558,194443,0,19760,42281
61,今天给大家看可鲁可鸭拆快递,https://www.bilibili.com/video/BV1v34y1Z7kV,一只喵可酱,249891,164832,54,122,16328,0,41,418
62,一起撞玻璃，飞走的时候还要一起，好感人,https://www.bilibili.com/video/BV1bg411K7Lm,天下一场梦,249642,118270,1411,2780,18064,0,181,803
63,什么是惊喜？这就是惊喜！,https://www.bilibili.com/video/BV17F411Y7x5,隔壁老李的矿山日记,249327,84615,937,11658,13576,0,101,968
64,间接性还能把狗喂了,https://www.bilibili.com/video/BV1XR4y1E7nY,汪丷先生,247510,205381,138,272,9125,0,120,306
65,一只猫到底可以有多爱打狗？就算是晕乎乎也要上！,https://www.bilibili.com/video/BV1844y1e7XV,陈秃秃的一家,240328,165953,63,767,13553,0,156,418
66,万万没想到………,https://www.bilibili.com/video/BV1ZQ4y1S7uD,猫咪和鼠子,229509,223197,105,349,11528,0,101,287
67,晚上在马路散步的小野猪,https://www.bilibili.com/video/BV1434y1Z7KM,Account311,227576,594656,553,330,18309,0,6259,4471
68,现实版神奇动物在哪里！硬核大叔与他的魔法生物！【Jay】,https://www.bilibili.com/video/BV1Rr4y1C7yH,加州爬宠大叔Jay,225769,138128,473,1927,12165,0,280,967
69,这二舅真是敞亮,https://www.bilibili.com/video/BV1UT4y197tX,逗比的花落鸭,224268,140166,51,469,15816,0,107,325
70,梅开二度！都绝育这么久了二次伤害过分了！,https://www.bilibili.com/video/BV1oR4y177AZ,小波爸y,221915,849439,100,99,82040,0,489,3362
71,众所周知，猫是很灵活的动物,https://www.bilibili.com/video/BV1J3411k7mL,落东大道,220065,320216,46,307,18346,0,2288,5181
72,论一只猫的占有欲有多强！！！,https://www.bilibili.com/video/BV1Wq4y137rg,猫咪叫不苦_,219062,126522,30,138,16342,0,118,561
73,男子每日路过都被黄狗欺负，气不过召唤自家恶犬，气势瞬间碾压,https://www.bilibili.com/video/BV1Dv411T76w,动静资讯,218944,1142387,208,111,91553,0,472,4114
74,这…这也太可爱了吧！,https://www.bilibili.com/video/BV1ch411b7ZH,空白律君,218596,122892,202,414,9450,0,1271,3126
75,边牧把自己当人的表现,https://www.bilibili.com/video/BV1sT4y197ps,奥利与奥斯卡,216583,150899,52,203,12027,0,247,514
76,下雪了！快来看大熊猫雪地打滚儿有多可爱！,https://www.bilibili.com/video/BV1yq4y1r7cM,共青团中央,213622,468670,875,2804,59998,0,6553,5414
77,我家狐狸突然狗叫是怎么回事？？？,https://www.bilibili.com/video/BV1Xb4y187VY,提提斯,210525,143425,493,728,11139,0,302,497
78,这蛇会不会被活活气死,https://www.bilibili.com/video/BV13Q4y1S7Au,紫生入站无悔,210303,736825,238,83,18633,0,1276,1496
79,主人：完了它彻底疯了,https://www.bilibili.com/video/BV1vQ4y1q7aj,柠檬酸不咸,206603,1737775,824,3045,110482,0,4891,22977
80,你见过身披祥云的鸭子吗？,https://www.bilibili.com/video/BV1Xq4y1r7Vp,长白山老万,205079,339457,380,621,31738,0,155,1046
81,温馨提醒：请勿将狗狗吃东西的语音转文字,https://www.bilibili.com/video/BV1HU4y1g7d1,查理杨,203579,197339,77,259,6311,0,2527,1145
82,懂事的让人心疼,https://www.bilibili.com/video/BV1Vq4y1k72K,彬彬找乐子,196826,170516,45,70,8071,0,1276,2064
83,天气冷了，靠在一起就暖和了呀。,https://www.bilibili.com/video/BV1YU4y1g73F,闪电姐姐的龙猫阿呆,191641,196641,235,950,4666,0,2777,1332
84,它到底是笨还是聪明,https://www.bilibili.com/video/BV1cv411M7oa,林初丁哦,189046,193838,338,51,2368,0,110,200
85,成精的狗子在于严格的教练～,https://www.bilibili.com/video/BV1NR4y1t76C,边牧十一,186508,123409,54,421,9802,0,1292,682
86,救猫一命胜造七九六十三级浮屠,https://www.bilibili.com/video/BV1Wf4y1u7vR,阿龙宝宝,181853,253856,142,539,29252,0,89,1180
87,冬天到了当然要揣手手啦,https://www.bilibili.com/video/BV1Ur4y1C79c,刘涛同学和晚晚,180461,124591,32,310,7790,0,1191,923
88,我被猫当成妈妈了！,https://www.bilibili.com/video/BV1A34y1d7Hb,空白mike,179545,113155,418,551,10567,0,288,455
89,美洲狮梅西：爸爸妈妈太宠我了,https://www.bilibili.com/video/BV11T4y1d7kL,美洲狮梅西,178680,99452,323,2005,10351,0,272,753
90,小黑熊披上袈裟一路狂奔，饲养员后面紧追不舍，随后举动逗笑网友,https://www.bilibili.com/video/BV1FL411u7hU,综广融媒,177230,182932,77,117,10229,0,1483,1090
91,你永远叫不醒一只装睡的狗，除非去玩！,https://www.bilibili.com/video/BV1eb4y187AG,牧羊小队长,175599,102247,256,1135,11482,0,465,417
92,来了！万众期待的小猫咪自己出去玩的视角！,https://www.bilibili.com/video/BV1gL411u7Vv,放养的小九九,174672,112514,315,1014,7681,0,862,1023
93,这个猫真是又菜又爱玩！笑死,https://www.bilibili.com/video/BV1TF411Y7iC,海藻爱麻麻,171441,106176,78,291,11536,0,58,274
94,和一只野生小狐狸的奇遇，太暖心了,https://www.bilibili.com/video/BV1M34y1U7hK,小饼遇见猫,169510,1274387,1103,594,208831,0,673,15641
95,小猫咪的脸怎么忽然出现在我的嘴上？,https://www.bilibili.com/video/BV1RL4y1q7Tm,太喜欢栗子了无法自拔,165598,104361,293,294,8406,0,791,864
96,当你睡前和狗子说晚安,https://www.bilibili.com/video/BV1kQ4y1D7yf,逸人柴犬庄-豆包爸爸,165163,1731695,667,3828,150412,0,15781,27841
97,今天给大家带来汪汪队蹲大牢环节～,https://www.bilibili.com/video/BV1a34y1Z7o7,露娜是只嘤嘤怪,164880,101145,135,568,10505,0,153,313
98,小伙把“红火蚁”窝塞满鞭炮，淋上汽油一把火下去，太痛快了,https://www.bilibili.com/video/BV1PQ4y1D7pr,桥头小何,164225,96173,1447,7982,15015,0,102,732
99,贪吃的狮子把肚子吃成了“球”！,https://www.bilibili.com/video/BV14F411Y7uh,克里米亚野生动物园,163143,72094,474,3277,11180,0,81,705
