,视频标题,视频地址,作者,综合得分,播放数,弹幕数,投币数,点赞数,点踩数,分享数,收藏数
12,吉他弹唱：《漠河舞厅》,https://www.bilibili.com/video/BV1b34y1Z7et,宸哥ovo,735724,366069,299,12778,28252,0,2698,11469
13,在有生之年，靠唱歌才艺，赚取点治疗生活费还债，今天唱首《海底》,https://www.bilibili.com/video/BV1qP4y1L7YC,我与边牧blue的那些事,708448,1108285,2125,200910,162769,0,472,12880
14,【天生坏种】身为反派最丢人的事———洗白,https://www.bilibili.com/video/BV1E34y1Z7mR,一只温瞳瞳,681884,264320,387,7618,20502,0,796,15165
15,【4K60FPS】张信哲《爱就一个字》电影特别曲，神级现场重塑经典,https://www.bilibili.com/video/BV11Q4y1m7Jf,音乐私藏馆,671750,1061986,1700,6474,63981,0,1907,11392
16,社死！偷穿妈妈衣服去广场唱《回家的诱惑》，简直笑死！,https://www.bilibili.com/video/BV1PR4y1t7cH,樱萍Apple,631104,466489,2382,7812,34141,0,926,1667
17,秃 辅 导,https://www.bilibili.com/video/BV1yT4y1d7TE,八云兔不秃,583639,325463,866,4128,40058,0,1097,2627
18,因为看了紫罗兰永恒花园，所以稍微唱一点。,https://www.bilibili.com/video/BV13F411Y7Vc,鹿乃ちゃん,548002,190336,218,11192,31831,0,1234,6284
19,冯提莫：刺激！你们要的唱跳来了,https://www.bilibili.com/video/BV1oR4y177Z4,冯提莫,524270,1414852,3570,22603,71726,0,1872,11828
20,糕 辅 导,https://www.bilibili.com/video/BV1f34y1o72a,年糕HannaYao,512984,927639,955,8115,58556,0,1569,9874
21,《杀死那个石家庄人》希望大家喜欢哈哈,https://www.bilibili.com/video/BV1Yf4y1g7Na,_高_桥_凉_介_,484582,8073984,7598,452146,769083,0,49964,270026
22,【黄霄雲】崩坏三《后崩坏书2》主题曲 —— 『Oracle』,https://www.bilibili.com/video/BV1o3411b7gP,黄霄云,472485,131348,340,14494,21516,0,825,6569
23,【钢琴】《曾经我也想过一了百了》罗曼耶卓,https://www.bilibili.com/video/BV1HL411u7BW,oskarpianist,460325,145318,490,13642,16985,0,1884,7179
24,娜扎晓彤×携全明星开启《穷叉叉》宇宙！原作加长版b站特供,https://www.bilibili.com/video/BV1AL4y1q7XG,音乐人王搏,452042,2128735,1224,29748,160302,0,25471,48609
25,开口跪！英雄联盟《Legends never Die》翻唱，传奇永不熄,https://www.bilibili.com/video/BV1qF411Y77D,EUN_A,448647,4618960,7188,201720,355281,0,16293,124001
26,哥谭噩梦翻唱大唐gang  倒悬的橘子已授权！,https://www.bilibili.com/video/BV1QR4y1E7Fv,哥谭噩梦赫然,437832,230723,565,7177,29254,0,386,1639
27,💗 慵 懒 姐 系 蒸 汽 波 𝓼𝓪𝔂 𝓼𝓸💗【生日作】,https://www.bilibili.com/video/BV1634y1o7Wi,花花Haya,430645,236463,502,16511,22568,0,354,8375
28,你们要的灰色轨迹来啦！一人一乐队，弹，唱➕solo,https://www.bilibili.com/video/BV1af4y1T7Gr,焦点吉他弹唱,395781,335029,971,31808,25067,0,1366,7136
29,11.06今天婚礼，我写了一首歌,https://www.bilibili.com/video/BV1tq4y137uY,老坛胡说,387587,956433,10480,98606,164634,0,4913,23883
30,如果我用神曲去考级...,https://www.bilibili.com/video/BV1kv411T7BG,尔东和小明,378502,1158702,3060,23918,88143,0,4783,11391
31,英国老哥吹唢呐庆祝EDG夺冠！我们是冠军,https://www.bilibili.com/video/BV1vU4y1g7yy,JoeCreator,367579,322586,1333,8633,25898,0,434,1543
32,少年霜x三无 《他》,https://www.bilibili.com/video/BV18R4y1E7Ca,三无Marblue,328291,64609,365,7808,14720,0,615,5913
33,你们一直要的《夜航星》来啦！【我的三体之章北海传】ED,https://www.bilibili.com/video/BV15v411M7sx,咻咻满,327923,117799,652,9439,14352,0,379,3961
34,用八音盒打开《Untitled World》【明日方舟】一周年纪念主题曲,https://www.bilibili.com/video/BV1KT4y1d7Zh,Bio-Hazard,321896,388110,195,5892,32093,0,660,9156
35,最愛（原唱：周慧敏）,https://www.bilibili.com/video/BV1ov411u7D3,Vincie詠詩,312202,673038,2106,35745,49321,0,5328,10318
36,《漠河舞厅》我爸一开口真的泪崩｜再见了，晚星。,https://www.bilibili.com/video/BV1sb4y187iF,拯救世界的狗子,302189,279052,268,6965,12874,0,1849,5481
37,传奇,https://www.bilibili.com/video/BV1Cf4y1u7p8,去种田的向凹凸,299052,111658,988,10241,17288,0,405,1494
38,TWICE最新回归曲SCIENTIST MV预告公开,https://www.bilibili.com/video/BV1Qv411T7mR,pcyxjy,298090,239705,508,580,9234,0,991,1200
39,纯人声演绎《一生所爱》唤醒你的经典记忆！你能猜中开头，也能猜中结局吗？【MayTree五月树】,https://www.bilibili.com/video/BV1iU4y1g7kG,MayTree五月树,297271,161600,481,4703,17494,0,161,1295
40,【滤镜】当翻唱当着原唱的面翻唱她的歌,https://www.bilibili.com/video/BV1jF411Y7Gf,李昂星,292932,123598,903,8062,12195,0,400,2193
41,庆祝周董出道21载！神曲之最！绝世联手！B站陈奕迅《夜曲》真.粤语版,https://www.bilibili.com/video/BV1Kg411K7fa,不是词神,286288,1087539,1486,73943,87688,0,17523,39317
42,❤️霓 虹 甜 心❤️,https://www.bilibili.com/video/BV1M341187zU,冰糖IO,262357,88018,294,4147,13849,0,448,2997
43,大力【翻唱】《黑色幽默》全是感情 没有技巧【黄豆哭笑/黄豆流汗】,https://www.bilibili.com/video/BV1GL411u79u,大力滴滴滴,260865,85753,724,10271,10116,0,1151,2372
44,当我尝试用金克丝的声线唱ENEMY,https://www.bilibili.com/video/BV1XQ4y1S76g,荆子清Clear,251765,135051,207,6684,10184,0,536,2825
45,棉辅导（学个毛线）,https://www.bilibili.com/video/BV1L34y1Z7MZ,音_嘤嘤,251311,178799,258,1485,19969,0,578,2086
46,「周深」新歌《光亮》：戏腔献唱紫禁城！,https://www.bilibili.com/video/BV1AR4y1E7NS,新华社,249313,1141710,18827,95046,115838,0,18670,50238
47,这个前奏曾是多少人的手机铃声？带你揭秘一人乐队，学会周董的《爱在西元前》让你的泡面盖也能做音乐！,https://www.bilibili.com/video/BV1xU4y1g7pe,静哔哔哔哔,247199,114283,539,6326,9435,0,419,2527
48,【慕容晓晓】开口跪是什么？ 这首国风音乐是你要的吗？,https://www.bilibili.com/video/BV1FS4y1d7ge,慕容晓晓,240601,127239,427,4372,14368,0,50,792
49,杀死那个石家庄人（万青）没有技巧全是感情,https://www.bilibili.com/video/BV1Lr4y1y7RY,水岛虹,237461,134137,230,4085,7193,0,307,2301
50,沙一汀ELx赵让合作单曲《等你上车》上线：请坐好！准备发车！,https://www.bilibili.com/video/BV1ef4y1T7aS,沙一汀,229479,87562,905,7518,15264,0,2315,5327
51,东京春日相会 feat.瀬戸口優・榎本夏樹・望月蒼太・早坂あかり・芹沢春輝・合田美桜（CV：神谷浩史・戸松遥・梶裕貴・阿澄佳奈・鈴村健一・豊崎愛生）,https://www.bilibili.com/video/BV1e44y1e7SU,妄想Delusions,226526,51345,341,2479,5849,0,3592,5866
52,【水濑祈】明日方舟印象曲Crystallize live ver.,https://www.bilibili.com/video/BV1Df4y1u76W,McLaren的MP4,224442,105598,112,807,7956,0,1242,4255
53,(4K画质)hanser个人演唱会《海上油菜花》,https://www.bilibili.com/video/BV1Bq4y1r7bn,hanser,223476,687043,6292,43973,72081,0,4134,36769
54,【入驻】殿堂级音乐家 国风音乐大师-林海，今天正式入驻B站啦,https://www.bilibili.com/video/BV1DR4y1E7zL,林海音乐,221898,105501,1531,4061,11787,0,450,1052
55,「翻唱」《外婆桥》- 唱完想立刻冲回家抱抱姥姥,https://www.bilibili.com/video/BV1Jv411M7K1,钱润玉,221684,71507,520,7501,9622,0,244,2001
56,完整版来了，发完我下地了（kongkongkongkong）,https://www.bilibili.com/video/BV1Yq4y1G7Uw,Deepain多次婉拒格莱美,217004,2152104,1946,99546,153923,0,41254,70589
57,克 辅 导,https://www.bilibili.com/video/BV1m44y1v7wV,沙克士皮呀,206673,3083585,1177,26120,257614,0,9006,43952
58,初音未来 魔法未来 Magical Mirai 2021,https://www.bilibili.com/video/BV1Uh411t7m2,蓝原延珠_,206557,102205,3114,2584,6468,0,2461,11539
59,你很难相信这是2016年的文化输出，高清完整字幕版,https://www.bilibili.com/video/BV193411r78Z,歪果仁研究所,196961,4358614,12746,51090,251531,0,20863,74720
60,【25時、ナイトコードで。×MEIKO】ロウワー(Lower)【2DMV／『世界计划 多彩舞台』收录曲】,https://www.bilibili.com/video/BV1qL4y1q7ky,Project_SEKAI资讯站,195057,47008,193,1884,5085,0,1558,5170
61,【官方MV】中王区 言之叶党『Femme Fatale』Trailer,https://www.bilibili.com/video/BV1CS4y1d7go,催眠麦克风_Official,194449,58778,345,5947,12056,0,1114,5670
62,朝你大胯捏一把改成古风,https://www.bilibili.com/video/BV1F341187pU,litterzy,189996,96242,497,1918,8760,0,1781,1863
63,街头弹唱 林俊杰《我还想她》让沉默代替所有回答,https://www.bilibili.com/video/BV1gv411M77K,林宝馨,187872,159737,132,3792,10102,0,418,2795
64,【96猫 翻唱】ヴァンパイア,https://www.bilibili.com/video/BV11b4y187ps,96猫-kuroneko,186648,33163,151,4449,8218,0,558,3496
65,你从未听过的8-bit音乐，创作过程太享受了，进来听！【OP-1】,https://www.bilibili.com/video/BV1hq4y1r7WV,只想做艺术家的Cuckoo,184798,239122,680,4676,17032,0,1061,9702
66,计 辅 导,https://www.bilibili.com/video/BV1d3411b7hw,丿落英飞花,173505,126174,138,1877,12690,0,676,1646
67,群星合作演唱洗脑神曲《穷叉叉》爆火全网，看看哪个最搞笑吧！,https://www.bilibili.com/video/BV1zq4y137qY,小轩的宝藏音乐,171435,174203,5,117,1097,0,8,1262
68,勇 者 王 诞 生 ~摆 烂 人 神 话~,https://www.bilibili.com/video/BV1cL411u7Mw,Luminous_J,170557,127999,206,6569,7372,0,2280,3461
69,漠河舞厅 吉他弹唱cover柳爽 “如果有时间你会来看一看我吧…”,https://www.bilibili.com/video/BV1Jq4y1V7tx,-不如诗啊-,169157,508787,602,31140,35952,0,6351,21995
70,【钢琴】当街头响起Legends Never Die,https://www.bilibili.com/video/BV1uq4y137fx,绯绯Feifei,166481,89709,174,1797,9474,0,126,768
71,⚡️ 华语群星 vs 朝阳大妈⚡️,https://www.bilibili.com/video/BV1sb4y187Ho,JKAI杰凯,166404,230204,414,673,4057,0,133,293
72,♚・E Y E・♚,https://www.bilibili.com/video/BV13q4y137tt,Overidea_China,164720,38044,210,3538,7396,0,820,2816
73,【官方 MV】Never Gonna Give You Up - Rick Astley,https://www.bilibili.com/video/BV1GJ411x7h7,索尼音乐中国,164023,27959108,43770,382330,914747,0,111769,581304
74,汪苏泷说话和唱歌有多大差别，一个把普通话全部献给音乐的宝藏男孩,https://www.bilibili.com/video/BV1ST4y1d7Kr,音乐老鸭煲,161450,241682,63,43,23731,0,138,1608
75,【黄猿】穷开心,https://www.bilibili.com/video/BV1mL4y1i74k,星辰_up,158209,223361,272,8769,14838,0,808,5690
76,历届维也纳新年音乐会演出，1987年至今,https://www.bilibili.com/video/BV1CR4y1E7fm,波尔卡交响艺术symphony,157295,58640,76,2433,4187,0,516,10935
77,【4K顶级画质】YOASOBI《大概》现场，比CD还好听！！！,https://www.bilibili.com/video/BV1HU4y1g7XN,蚕豆音乐娘,156035,59962,32,1146,4272,0,422,3398
78,【双语字幕】東京スプリングセッション  （东京春日相会）Honeyworks feat. 瀬戸口優・榎本夏樹・望月蒼太・早坂あかり・芹沢春輝・合田美桜,https://www.bilibili.com/video/BV1oP4y1V7Uf,HoneyWorks资讯站,155556,33965,116,2037,4393,0,2100,3766
79,EmoCosine - Delusion,https://www.bilibili.com/video/BV1QL4y1q7mw,EmoCosine_,153336,40220,69,1394,4029,0,284,4138
80,《浪漫主义》,https://www.bilibili.com/video/BV1KT4y1d7FH,姜云升,150129,2821013,4017,159840,306183,0,28232,134288
81,实力歌手“飙高音”多恐怖？连升9key跟玩似的，话筒：当时害怕极了,https://www.bilibili.com/video/BV1iL411g7Ek,下饭音乐,148243,1623614,364,360,90119,0,110,6089
82,阿肆《孤寡人朕》MV,https://www.bilibili.com/video/BV1Tv411M7au,炸鸡少女阿肆,146509,82054,107,1786,7285,0,582,1557
83,最近火遍完全的《穷叉叉》，你知道梗都出自哪里吗？全是名场面！,https://www.bilibili.com/video/BV1XP4y1L7jR,music你我他,141290,211662,127,351,3430,0,407,2759
84,我用周杰伦几乎所有歌的歌名写成一首歌，《他把时光写成歌》正式版，庆祝周董出道21周年！,https://www.bilibili.com/video/BV1xv411M7h4,潍坊咩霸,140833,114751,158,3651,11136,0,1325,4480
85,《反方向的钟》你 为什么不爱我,https://www.bilibili.com/video/BV1B64y1q7Cw,九三的耳朵不是特别好,139426,10407357,7314,319206,536812,0,68712,227802
86,军训被罚唱《夜空中最亮的星》开口秒变演唱会现场?!!!,https://www.bilibili.com/video/BV1Tv411u79D,Vaniah维,139268,2090049,2858,26004,135941,0,6724,30287
87,《幻装鬥神-伏魔》主题曲《破空》上线啦~,https://www.bilibili.com/video/BV1zb4y1871o,幻装鬥神_official,139145,55725,153,2143,4394,0,679,2079
88,钢琴｜500 Miles 五百英里,https://www.bilibili.com/video/BV1Q3411b7bu,BiBiPiano,138754,135524,200,11677,16874,0,976,5619
89,孙燕姿《我怀念的》前奏一起，泪眼朦胧。,https://www.bilibili.com/video/BV1Z34y1m7jC,音乐珍藏,135971,2187444,3796,32434,123990,0,15353,68040
90,【ARIS】曾经我也想过一了百了【治愈翻唱】,https://www.bilibili.com/video/BV1xT4y197Ui,阿日湿,134098,55585,117,2283,5361,0,279,1812
91,【RAP】古代致命女人GANG！,https://www.bilibili.com/video/BV1cb4y187Hc,灶下钟也棠,132879,138424,153,3549,11149,0,233,3563
92,38秒开始高能！两支笔演绎《浪漫主义》-姜云升,https://www.bilibili.com/video/BV1d3411b7ZL,PB阿星儿,132732,69518,342,3767,8618,0,632,2694
93,【EDG夺冠】⚡骑士归来，不破不立⚡,https://www.bilibili.com/video/BV1hg411K7JG,司墨尧smile,132609,179104,218,7344,15734,0,1081,3206
94,教室翻唱《路过人间》是真的很多人路过啊啊啊啊啊,https://www.bilibili.com/video/BV1k3411b7V6,歌蛙瓜,132146,186259,163,5118,16111,0,652,3669
95,东 辅 导,https://www.bilibili.com/video/BV1mb4y1b7Ws,拿弓子的波塞东,131553,397178,411,6108,40907,0,1417,9038
96,六首公认最难唱的歌曲，原唱都不敢唱第二遍，网友：太难了,https://www.bilibili.com/video/BV18L41137u8,零点音悦Music,131453,217128,307,162,4302,0,14,976
97,贝 辅 导,https://www.bilibili.com/video/BV1G44y1e7cb,圈圈bass,129328,349237,576,2678,25559,0,986,5232
98,便宜和昂贵的钢琴你能听出区别吗？【第三期】,https://www.bilibili.com/video/BV1ef4y1u7br,Vinheteiro,129296,862041,4504,5139,46592,0,2598,4860
99,那些单曲循环无数次的欧美神曲，真是好听到爆！,https://www.bilibili.com/video/BV1M34y1Z7DE,耳朵听了能怀孕,129024,69425,695,919,4059,0,55,1666
