,视频标题,视频地址,作者,综合得分,播放数,弹幕数,投币数,点赞数,点踩数,分享数,收藏数
14,【半佛】方便面背后的秘密,https://www.bilibili.com/video/BV1xT4y197U6,硬核的半佛仙人,825840,689249,1887,4671,45921,0,894,4050
15,从不麻烦别人的人，很危险~,https://www.bilibili.com/video/BV1Xg411K7rZ,_源姨_,821350,372111,4179,12119,36268,0,3078,11445
16,一线之间,https://www.bilibili.com/video/BV1qb4y1b7Hh,设计师深海,690187,3128128,869,42565,194955,0,3397,79177
17,网购省钱关键词，省钱等于赚钱，四舍五入up给你钱,https://www.bilibili.com/video/BV1Eq4y1r7FF,知识喜加一,685269,499211,236,6985,32733,0,2575,71035
18,你看的盗版电影都是从哪儿来的？【差评君】,https://www.bilibili.com/video/BV12L4y1i7dm,差评君,656451,1484413,4255,16267,79874,0,1813,33404
19,为什么热带地区自古无强国？【懂点儿啥】,https://www.bilibili.com/video/BV1gL411u7j3,肝帝董佳宁,602243,430362,2891,3035,30547,0,351,3429
20,怎么做才会被开除国籍成为世界孤儿？,https://www.bilibili.com/video/BV1cS4y1d78N,侯朝辉律师,591180,962015,367,298,104208,0,267,4724
21,【睡前消息351】22世纪的 “钍味”中国,https://www.bilibili.com/video/BV1Aq4y1k7iS,马督工,578801,406843,4641,6520,25837,0,750,3248
22,【围炉夜话】拨开减碳迷雾：关乎未来五十年普通人的生活！,https://www.bilibili.com/video/BV1vQ4y1m7eM,智能路障,578556,300058,2858,9313,25652,0,1460,5912
23,五楼坠落，用身体死死护住女童，自己却走了...,https://www.bilibili.com/video/BV1kb4y187qA,了不起De中国人,573414,311605,852,6748,48929,0,248,2685
24,不讲晚清西北边疆的英俄博弈，下集我就没法讲左宗棠【傅正10】,https://www.bilibili.com/video/BV1i44y1e7fF,傅正_,514866,294502,1830,8179,21648,0,657,4603
25,10000张真实纸牌拍摄！还原惊天魔盗团牌雨术！,https://www.bilibili.com/video/BV1UU4y1u7nR,一颗咕咕星,511757,2049020,13378,100389,172899,0,1015,15834
26,最憋屈的空难，一根金属条送走113人，最帅协和号客机彻底退出历史舞台，法航4590空难 | 奇闻观察室,https://www.bilibili.com/video/BV1Ch411t7xj,奇闻观察室,511396,342190,2680,4007,26138,0,241,2487
27,60年最冷寒冬？气候异常？双峰拉尼娜真的有那么可怕？【牛顿】,https://www.bilibili.com/video/BV1qL4y1q7pu,牛顿顿顿,488248,351604,1726,614,24746,0,834,2583
28,侦探挑战赛（110），印度夜间灯光比我国还亮，是真的还是假的？,https://www.bilibili.com/video/BV1fv411T7TK,地球百科君,478942,456538,181,108,17430,0,32,883
29,不动如山！动如雷震！西塘战弓比赛现场,https://www.bilibili.com/video/BV18F411Y7qs,武阵天王-杰哥,473011,484524,372,343,36945,0,257,2534
30,【JUMP】各路网络培训，可拉倒吧。,https://www.bilibili.com/video/BV1x44y1e7e6,暴躁的仙人JUMP,469856,277035,777,4583,24616,0,969,3045
31,【效率暴涨】肖八精华带背音频！选择题冲40！,https://www.bilibili.com/video/BV1Ah411b7ow,利之学姐,469176,88966,144,6400,6756,0,1089,17117
32,5G，华为，土耳其——我花了两个月，搞懂了5G背后的秘密,https://www.bilibili.com/video/BV1fq4y1g7hq,老奇好好奇,459887,5756459,22051,781308,694278,0,77312,372501
33,消失的差评：网购信任体系的建立与崩塌,https://www.bilibili.com/video/BV1gF411Y76M,动动枪DongDongGun,430903,267422,1549,2055,20182,0,473,2929
34,外国小伙利用铁磁流体，覆盖全身，做出了毒液变身效果!,https://www.bilibili.com/video/BV1iR4y1E7Pf,古惑电影q,426836,381630,193,246,15130,0,199,1187
35,差点吓死！从泡泡里面跑出一堆蜘蛛,https://www.bilibili.com/video/BV1HL411u7uW,泡泡魔法师Kieron,418497,387100,31,84,14535,0,53,859
36,老视频：韩国发现的活字印刷是咋回事,https://www.bilibili.com/video/BV1bP4y1j7uZ,安森垚,406638,207081,866,6791,20522,0,470,3153
37,30天过十遍考研单词,https://www.bilibili.com/video/BV1rh411t79d,哈哈必上岸up,390516,261237,421,9476,13918,0,1920,39729
38,让子弹飞的隐藏前情：刘都统有哪三条腿？三条腿又是怎么赚钱的？,https://www.bilibili.com/video/BV1834y1Z7RG,嗑书的阿冉叔,377544,117880,1076,17423,17555,0,655,4481
39,肖八选择题总结，直接背！送答题卡，高效！,https://www.bilibili.com/video/BV1144y1e7a6,考研斯基,365803,89179,807,6846,8780,0,958,10033
40,他是达康书记的原型，在任期间争议不断，卸任之时数千百姓跪求他别走。真正的人们公仆，人民的好市长 耿彦波,https://www.bilibili.com/video/BV1xQ4y1q7d6,八宝故事会,361738,3959699,4563,19783,339152,0,5209,34937
41,【36氪】王者荣耀如此成功，腾讯为何还要做LOL手游？,https://www.bilibili.com/video/BV16U4y1g79d,36氪,360139,276680,1740,1320,12070,0,690,1338
42,凌晨1点下大雪，代驾老哥车没电了，要推40公里从北京画家村回家,https://www.bilibili.com/video/BV1jS4y1d7iA,画家村故事贾鹤义,351086,252645,611,6227,12522,0,220,946
43,很多人问我“美女”到底用英语该怎么说？今天我来给你准确介绍下。,https://www.bilibili.com/video/BV1QU4y1u7Z8,Kristin英语老师,350305,1577144,1333,584,91283,0,514,12410
44,一年过十几次生日，连续三天捡到钱，玉米地一年丰收四次——涛哥的传奇人生,https://www.bilibili.com/video/BV1if4y1u7X2,精致的男孩富贵,341305,258524,725,1166,12659,0,3063,1977
45,动物人格测试，你对敌人，朋友，爱人分别像哪种动物？,https://www.bilibili.com/video/BV1GP4y157k6,趣测酱,339314,140758,1506,3551,17334,0,4337,2991
46,最热能有多少度？,https://www.bilibili.com/video/BV1JS4y1d7tn,奥德修斯号Odyssey,335702,210685,390,1057,16469,0,200,2425
47,【汪品先】海底火山爆发对我们有影响吗？,https://www.bilibili.com/video/BV1Rv411T77D,汪品先院士,330327,118681,1551,8741,22822,0,215,1636
48,观棋有语162：阿富汗的松子太好卖了,https://www.bilibili.com/video/BV1YT4y197A9,席亚洲,329694,228068,4275,3299,12823,0,288,1326
49,拜登在全球气候大会放屁，熏到了英国王储！印度网友展示印度最快列车时速高达155公里，如果让它追上中国高铁呢。。,https://www.bilibili.com/video/BV1jF411Y7YJ,知日酱,329174,157314,939,3360,28690,0,473,1254
50,《高等数学》同济版 全程教学视频（宋浩老师）,https://www.bilibili.com/video/BV1Eb411u7Fw,宋浩老师官方,320107,34735979,966266,577251,674268,0,282432,912292
51,秦统一中国，为什么我们叫汉族，不叫秦族？,https://www.bilibili.com/video/BV12L4y1q7PB,杨叔洞察,316701,214701,2221,1884,11970,0,214,1851
52,B站只有2个视频的非遗工艺，难道就快失传了吗？【广东潮州枫溪陶瓷工艺·非遗纪】,https://www.bilibili.com/video/BV1wv411g7Sv,磊叔嘎非遗,314274,692921,868,27436,92121,0,617,12538
53,《山海经》：昆仑山究竟在哪里？埃及？新疆？青藏？也许它就在离我们最近的地方，一直在隐藏，直到有一天我们意识到神山并不遥远……|自说自话的总裁,https://www.bilibili.com/video/BV1qR4y1E7ca,自说自话的总裁,313060,284604,3779,5006,19090,0,790,2978
54,他用3千元创业，8年翻倍赚3亿，凭一部动漫火到国外！,https://www.bilibili.com/video/BV1jL41137LY,匠人集,298957,393203,226,401,62038,0,169,5442
55,购物进化论 | 穿越1400年回到古代市集，你能玩到第几关？,https://www.bilibili.com/video/BV1Jf4y1T7yn,理想生活进化论,294929,254816,274,2060,13175,0,6211,12305
56,掉入宇宙最大的黑洞，你会发生什么变化？,https://www.bilibili.com/video/BV1vg411K7oY,李白尼的猜想,290229,148520,576,2972,16641,0,188,2132
57,粉丝把18k的金链子寄来要老大南提纯，提炼了一个月，黄金终于出来了！,https://www.bilibili.com/video/BV1NP4y1577Q,老大南,289376,233119,147,287,12788,0,41,353
58,「交传」EDG夺冠赛后采访的翻译小姐姐,https://www.bilibili.com/video/BV1b34y1Z7ef,LearnAndRecord,288709,389394,615,604,7669,0,1487,4156
59,咖啡：让你们见识下什么叫逆转未来，这就是因果律早餐,https://www.bilibili.com/video/BV1Z3411b7yj,太阳星sunstar,287824,175162,765,757,17178,0,99,1368
60,【眉山论剑】看到扎克伯格成立Meta，我觉得是时候挖掘人才做体制设计了,https://www.bilibili.com/video/BV1Eb4y187nU,陈平眉山论剑,285483,141669,1022,3522,14256,0,576,2639
61,【熟肉】北野武连给日本天皇致辞的时候都不改高级黑本色,https://www.bilibili.com/video/BV1rr4y1C7i7,奇怪的日语资源,280934,219991,133,89,5762,0,483,2284
62,【耶鲁大学】知名公开课：哲学——死亡 |  教授带你,https://www.bilibili.com/video/BV1V3411k7Q1,YouTube英语学习,279007,2701978,3538,39200,101819,0,10620,280238
63,【财富之路3】上集：宗教、战争、烟草商，三者密谋堆砌的全球人民享乐之旅,https://www.bilibili.com/video/BV1cq4y137cg,冲浪普拉斯,276905,180968,1005,2740,9890,0,269,1963
64,俞敏洪，体面退场，全网敬他是条汉子,https://www.bilibili.com/video/BV1x44y1e7ir,创业邦,275835,211470,336,600,9470,0,826,1239
65,李卫：三朝老臣，凭什么屹立不倒？【雍正王朝】,https://www.bilibili.com/video/BV1EP4y1j7FA,正直讲史-李正Str,273760,163185,1055,4828,10532,0,205,1817
66,我们找到了列宁格勒战役时英勇牺牲的士兵们！向他们顽强的抵抗致敬,https://www.bilibili.com/video/BV1Qr4y1C7Gd,战争挖掘者,271819,143454,617,1297,12713,0,279,2831
67,【角度趣闻】墨西哥跳豆为什么会自己跳？,https://www.bilibili.com/video/BV1wQ4y1q7mQ,角度趣闻,271658,2474089,525,7433,104661,0,846,10965
68,李恩菲尔德疯狂一分钟：是谁把机枪抬过来的？,https://www.bilibili.com/video/BV1Lv411M7X6,DomiNations天朝风云,269785,203822,219,329,5178,0,492,2381
69,985本科，却是全场学历最低 | 大厂面试吐槽,https://www.bilibili.com/video/BV1VF411a7pr,爱吃榴莲的小吴同学,268187,1982768,3832,31833,135117,0,17612,23584
70,“冷眼观生死，一骑过红尘”｜那些无法超越的中国翻译,https://www.bilibili.com/video/BV1Jv411M7nW,一个爱吃的猪,267615,84409,250,1699,7153,0,207,7024
71,中国法医之神有多厉害？看他如何让尸体“开口说话”【刑侦八虎06】,https://www.bilibili.com/video/BV1wQ4y1D77o,老烟斗官方,265723,136952,1349,3912,14768,0,172,1832
72,中国教育，欠学生一节“死 亡 课”,https://www.bilibili.com/video/BV1TU4y1g72c,车棍儿老师在教书,265588,245735,184,817,32061,0,360,3603
73,光上班怎么能够，必须做点副业了！,https://www.bilibili.com/video/BV1yT4y1d7nT,职场导师煜菲,264730,121887,1,614,2828,0,203,6620
74,放学！千万别！让那个孩子走！真实案例改编,https://www.bilibili.com/video/BV1Jq4y137Tq,啊Sai在纽约,262937,418520,116,811,53485,0,580,5559
75,【宝藏干货】超高效学习自我管理Notion模板分享丨目标管理丨截止日管理丨课业管理丨周计划丨多人自习室丨番茄钟,https://www.bilibili.com/video/BV1Lq4y1k7zS,村头的塔咕咕,262239,121563,1044,10027,9456,0,873,15035
76,一上台讲话就紧张？5个即兴发言万能公式帮你摆脱演讲焦虑 | 即兴演讲 | 表达能力 | 逻辑思维 | 面试,https://www.bilibili.com/video/BV1g34y1Z7XR,走姨Zozoey,256319,55611,177,2599,3456,0,365,8841
77,封面选得好？,https://www.bilibili.com/video/BV1n3411y7dU,刘任律师,251301,553128,134,51,61345,0,85,2432
78,学会残忍对人格发展至关重要：深度理解自己的阴暗面,https://www.bilibili.com/video/BV1Eq4y1r7Gj,向杨Alan君,250214,323420,414,4799,18760,0,3748,35374
79,冬天多少天洗一次澡合适？洗澡那些你该知道的真相...【人体调查组】,https://www.bilibili.com/video/BV1gS4y1d7mK,丁香医生,244581,166353,367,616,8691,0,1775,1906
80,为什么有台湾人竟会问：大陆发射了自己的空间站？,https://www.bilibili.com/video/BV1jU4y1M7Kp,寒国人台湾,244185,169885,430,1932,11707,0,29,540
81,我发明曲率引擎，但在实验中误杀了同学，还能保研吗,https://www.bilibili.com/video/BV1g44y1e7AH,长安法律在线,244136,167473,270,145,12111,0,124,953
82,刺客“assassin”拆开是 ass+ass+in（戳屁股）？真相比段子恐怖100倍！,https://www.bilibili.com/video/BV1bf4y1T7Mg,侃哥侃英语,243124,150688,608,907,10136,0,1177,2071
83,【随便聊聊】DOTA2和LOL背后的意识形态和哲学,https://www.bilibili.com/video/BV1qL411u7jh,未明子,242652,135731,817,2332,4164,0,2389,3538
84,澳洲明信片大盗的越狱计划 | X调查,https://www.bilibili.com/video/BV1JF411Y7vq,X调查,242237,143504,1845,2766,11337,0,151,1414
85,[魔法剪辑教程]  秘技，空间折叠术！,https://www.bilibili.com/video/BV1ar4y1C7Ln,不自由摄影师winga,241527,186879,472,8970,15799,0,707,14504
86,1秒学会！你也可以成为抛硬币的神,https://www.bilibili.com/video/BV1Bf4y1u7DP,屁桃珠子,240630,142180,607,4027,11230,0,222,4529
87,太阳的味道不是烧烤螨虫，辟谣啦,https://www.bilibili.com/video/BV1A34y1Z7Zj,夜话冷知识,239590,260356,47,51,21550,0,273,1818
88,上千人上当后，企鹅号为受害者准备了智能机器人,https://www.bilibili.com/video/BV14R4y1E75r,夜神说话,235508,197220,1018,7597,23446,0,836,2424
89,【基德】你买了新手机，但它可能不适合睡前玩,https://www.bilibili.com/video/BV1hF411Y7pG,吟游诗人基德,234361,184424,1991,970,11113,0,630,1453
90,央视boys：真正的顶流男团！不接受反驳！王冰冰：我已经入坑啦～,https://www.bilibili.com/video/BV1wQ4y1D78y,潘小美,232398,222955,171,300,34503,0,53,4180
91,黑科技材料，打造真人“毒液”战衣，覆盖全身酷不酷？（上集）,https://www.bilibili.com/video/BV163411k7Xa,冲8说电影,231861,717526,6,125,1367,0,2,889
92,冠 军 题,https://www.bilibili.com/video/BV13341187Vz,小兔老师知识课堂,231845,322137,395,1262,19894,0,1954,1593
93,你为什么要努力？|那些足以支撑你走很远的句子。,https://www.bilibili.com/video/BV11q4y1d7Hg,混剪鲤鱼_Ace,229227,3082748,17524,110428,217235,0,29331,214128
94,因为一杯羊羹丢了一个国家，得罪吃货的后果有多严重？,https://www.bilibili.com/video/BV1vh411t7dX,缸灿食话,228681,131316,54,190,16108,0,42,882
95,磕碎国宝判几年？兄弟们我真刑,https://www.bilibili.com/video/BV1Jq4y137cU,有轶见的Kris,228230,169203,788,1182,7994,0,123,906
96,航天服设计还从食堂借了灵感？！,https://www.bilibili.com/video/BV1Mq4y137st,贾老科学家,227523,125344,16,18,17395,0,17,864
97,奶牛：给👴整乐了,https://www.bilibili.com/video/BV1dh411t7Cr,朕知道了喔,226922,126846,40,17,17203,0,89,787
98,“人越是追求最优选择，越容易事与愿违”,https://www.bilibili.com/video/BV1tU4y1g7NN,向上的可可,224614,139766,160,1784,7839,0,1186,5800
99,45天极限复习考研专业课！冲上120假如你刚刚开始考研,https://www.bilibili.com/video/BV1WT4y197sg,黑白蛋黄,221135,51066,71,1947,3407,0,402,6936
